iter	Logloss
157	0.3365246009
158	0.3362934725
159	0.3360472947
160	0.3357861753
161	0.3354879285
162	0.3350515567
163	0.3348004804
164	0.334241601
165	0.3339586266
166	0.333703957
167	0.3330678262
168	0.3323773395
169	0.331931752
170	0.3316622569
171	0.3311430022
172	0.3309505259
173	0.330568185
174	0.3303011366
175	0.3297629193
176	0.3294697576
177	0.329240204
178	0.3288756041
179	0.3284851016
180	0.3281046696
181	0.3278842125
182	0.3277565544
183	0.3273967546
184	0.3271036839
185	0.3269409739
186	0.3265784974
187	0.326296035
188	0.3259835982
189	0.3258096783
190	0.3254099331
191	0.3251860661
192	0.3249768621
193	0.3247405344
194	0.3245569539
195	0.3242076598
196	0.3239158557
197	0.3237558822
198	0.3235973431
199	0.3231885039
200	0.3229851833
201	0.3227155673
202	0.3225928694
203	0.3223790844
204	0.3220317645
205	0.3218063434
206	0.3215781147
207	0.3212895304
208	0.3208964392
209	0.3206636735
210	0.3205046633
211	0.3202127268
212	0.3200714009
213	0.3196792579
214	0.3194549817
215	0.3191645125
216	0.318971827
217	0.3186814337
218	0.3184687239
219	0.3182595294
220	0.3180188464
221	0.3178367576
222	0.3176228894
223	0.3172493647
224	0.3170429865
225	0.3167318715
226	0.3164262123
227	0.316205933
228	0.3159605684
229	0.3158402145
230	0.3156227212
231	0.3153625547
232	0.3151739498
233	0.3149776174
234	0.3148278539
235	0.3146358245
236	0.3145162667
237	0.3143022475
238	0.3141477928
239	0.3138001097
240	0.3135490959
241	0.3132358025
242	0.3130161081
243	0.3128113409
244	0.3126588852
245	0.3124315515
246	0.3122695824
247	0.312108953
248	0.3118576808
249	0.3115749347
250	0.3113873853
251	0.3110537818
252	0.3107917302
253	0.3105026846
254	0.3102419364
255	0.3100560915
256	0.3097897993
257	0.3096671301
258	0.3092699931
259	0.3091232028
260	0.3089749443
261	0.3087987584
262	0.3087139561
263	0.308521442
264	0.308240475
265	0.3080908377
266	0.3078591615
267	0.3077698224
268	0.3075620498
269	0.3074461348
270	0.3072750511
271	0.3071069093
272	0.3069665512
273	0.3068156674
274	0.3067112687
275	0.3065118036
276	0.3063442116
277	0.3061417308
278	0.3060190448
279	0.3058714433
280	0.3057209476
281	0.3055942691
282	0.3054191826
283	0.3052096173
284	0.3051120144
285	0.3049610514
286	0.3046602388
287	0.3044511266
288	0.3043221002
289	0.3040523448
290	0.3038923649
291	0.3036492222
292	0.3034981093
293	0.3032701153
294	0.3030594675
295	0.3027532484
296	0.3025421694
297	0.3022873643
298	0.3021245298
299	0.3019508408
300	0.301877533
301	0.3016482355
302	0.3014976539
303	0.3012566968
304	0.301137904
305	0.3009358527
306	0.300821342
307	0.3005786544
308	0.3003894677
309	0.3002241184
310	0.3000486856
311	0.299823311
312	0.2995714078
313	0.2994195664
314	0.2992151374
315	0.2990167859
316	0.2989159181
317	0.2987897816
318	0.2986110861
319	0.2984676784
320	0.2982732685
321	0.298136312
322	0.297996285
323	0.2978237253
324	0.2976704705
325	0.2974494833
326	0.2973175195
327	0.2970845574
328	0.2969351334
329	0.2968194288
330	0.2966528042
331	0.2965110644
332	0.2962391148
333	0.2960385159
334	0.2959263145
335	0.2957953265
336	0.2956719123
337	0.2954992432
338	0.2953498914
339	0.2952696396
340	0.2950973049
341	0.2949350804
342	0.2946212076
343	0.2945015321
344	0.2944203763
345	0.2942811886
346	0.2941237479
347	0.2939295208
348	0.2936663894
349	0.2935979473
350	0.2934637183
351	0.2933324755
352	0.2932034802
353	0.293097395
354	0.2929027753
355	0.2928227739
356	0.2926087616
357	0.2924633352
358	0.292343073
359	0.2921664067
360	0.2920957373
361	0.2919895859
362	0.291816878
363	0.2916530508
364	0.2915394068
365	0.2914494647
366	0.2913123683
367	0.2910614552
368	0.2909312123
369	0.2908278421
370	0.2906073559
371	0.2903848859
372	0.2902272548
373	0.2900482947
374	0.2898753609
375	0.2896771004
376	0.2894946996
377	0.2892780629
378	0.2891135111
379	0.2889587753
380	0.288846124
381	0.2886451741
382	0.2885651272
383	0.2884228453
384	0.2882794196
385	0.288026444
386	0.2878749548
387	0.2876340849
388	0.2875240313
389	0.2873929978
390	0.2872726983
391	0.2871705694
392	0.2869602032
393	0.2867207053
394	0.2865040676
395	0.2863311548
396	0.2861484087
397	0.2860086031
398	0.2857902456
399	0.2855202968
400	0.2853203099
401	0.2851210293
402	0.2848885891
403	0.2846763652
404	0.2844562306
405	0.2843703192
406	0.2841949717
407	0.2840761225
408	0.2839605423
409	0.2837557344
410	0.283493399
411	0.2832187415
412	0.283044785
413	0.2829645884
414	0.2827486746
415	0.282507885
416	0.2823553479
417	0.2821478708
418	0.2820825989
419	0.2819294341
420	0.2817660896
421	0.28168056
422	0.2815699617
423	0.2814465533
424	0.2812138325
425	0.2810578398
426	0.2809132515
427	0.2807102011
428	0.2805914323
429	0.2804410852
430	0.2802684366
431	0.2800921057
432	0.2799882251
433	0.2798817088
434	0.279796876
435	0.2797089875
436	0.2796266484
437	0.2795511697
438	0.2793103839
439	0.2790774729
440	0.2789887506
441	0.278875311
442	0.2786719329
443	0.2785308029
444	0.2783738224
445	0.2782696899
446	0.2780988838
447	0.2780156231
448	0.2778583745
449	0.2777297555
450	0.2775461738
451	0.2774520796
452	0.2773538981
453	0.277280662
454	0.2771738713
455	0.277064696
456	0.2769467412
457	0.276849493
458	0.2767559339
459	0.2766038185
460	0.276467013
461	0.2762967975
462	0.2761200696
463	0.2760579656
464	0.2759156458
465	0.2758194971
466	0.2757173535
467	0.2756033332
468	0.2754134511
469	0.2753084656
470	0.2752063725
471	0.2750609207
472	0.274959117
473	0.2748336764
474	0.2747039872
475	0.2746074203
476	0.274507101
477	0.2743872845
478	0.2742129595
479	0.2740795747
480	0.2739923664
481	0.2738818778
482	0.2738013813
483	0.2735930356
484	0.2733616981
485	0.2732840686
486	0.2731419651
487	0.2729245737
488	0.272802353
489	0.2726874915
490	0.2725242053
491	0.2723735546
492	0.2722090033
493	0.2720932592
494	0.2719784822
495	0.2718290401
496	0.2716346271
497	0.2715242018
498	0.2714422743
499	0.2712815756
500	0.271149679
501	0.2710714018
502	0.2709978738
503	0.2708883089
504	0.2706874619
505	0.2706161414
506	0.2705275758
507	0.2704324122
508	0.2703261126
509	0.2702049657
510	0.2701087003
511	0.2699254501
512	0.2698302283
513	0.2696794435
514	0.2695809113
515	0.2694402932
516	0.2692693959
517	0.2691268562
518	0.269048903
519	0.2689650982
520	0.2688917831
521	0.2687511774
522	0.2685967514
523	0.2685196844
524	0.2683557738
525	0.2682867855
526	0.2681234574
527	0.2679703124
528	0.2677676413
529	0.2675296651
530	0.2673362437
531	0.267259853
532	0.2671897263
533	0.2670992914
534	0.2669280914
535	0.2667973358
536	0.2667328927
537	0.2666687958
538	0.2666024232
539	0.266457226
540	0.26640811
541	0.266331458
542	0.2662188447
543	0.2661001548
544	0.265980321
545	0.2657620159
546	0.2656009006
547	0.2654888903
548	0.2654015409
549	0.2652680973
550	0.2651260505
551	0.2650470187
552	0.2649407258
553	0.2647560977
554	0.2646298563
555	0.2645163551
556	0.2644386131
557	0.2643005554
558	0.264190742
559	0.2641155143
560	0.2640392975
561	0.2639256646
562	0.2638224693
563	0.2636851352
564	0.2635466125
565	0.2634503588
566	0.2633854788
567	0.2633391727
568	0.2631745476
569	0.2630878032
570	0.262949283
571	0.2627246126
572	0.2626119434
573	0.2625326529
574	0.2624243838
575	0.2622606537
576	0.2621835627
577	0.2621039384
578	0.2619765149
579	0.2617932491
580	0.2616404656
581	0.2615727443
582	0.2614666949
583	0.2613660147
584	0.2612724942
585	0.2611451587
586	0.2609896396
587	0.2609068563
588	0.2608127736
589	0.2607467351
590	0.2606261653
591	0.2605539524
592	0.2603808527
593	0.2602681016
594	0.2600554541
595	0.2599021475
596	0.2597523959
597	0.2597072131
598	0.2595926034
599	0.2594769813
600	0.2593601457
601	0.2593013856
602	0.2592050043
603	0.2591222579
604	0.2590497349
605	0.2588508926
606	0.2586813601
607	0.2585613757
608	0.2584999113
609	0.2583793438
610	0.2583207995
611	0.2582083703
612	0.2581203382
613	0.2579843072
614	0.2578950105
615	0.2578387371
616	0.2577251251
617	0.2576173601
618	0.2575294724
619	0.2573666178
620	0.2572278753
621	0.2570966844
622	0.2569779562
623	0.2568367301
624	0.2566958297
625	0.2565565789
626	0.2564017634
627	0.2562408818
628	0.2561200738
629	0.2560423829
630	0.2559942704
631	0.2558694889
632	0.2557499311
633	0.2556705178
634	0.2555246414
635	0.2554524009
636	0.2553938678
637	0.2552735816
638	0.2551736886
639	0.2551086189
640	0.2549982095
641	0.2549342649
642	0.2548285904
643	0.2547570469
644	0.2546808989
645	0.254590301
646	0.2544998748
647	0.2543285245
648	0.2542544901
649	0.2541412144
650	0.2540068411
651	0.2538716443
652	0.2537188681
653	0.253599869
654	0.2534759181
655	0.2533226014
656	0.2532209707
657	0.2531359395
658	0.2530253189
659	0.2529022357
660	0.2527835164
661	0.2527127394
662	0.2526319251
663	0.252561608
664	0.2524943815
665	0.2523716536
666	0.2523225055
667	0.2522524365
668	0.2521236836
669	0.2520147021
670	0.2519137257
671	0.2517829873
672	0.2517047079
673	0.2515724044
674	0.2514668616
675	0.2513603494
676	0.2512755906
677	0.2511521639
678	0.2510469576
679	0.2510204777
680	0.2509021736
681	0.2507391924
682	0.2506731232
683	0.2506287986
684	0.250507977
685	0.2504408214
686	0.2503472913
687	0.2502963097
688	0.250144901
689	0.2499870788
690	0.2498727855
691	0.249738577
692	0.2496842738
693	0.2496170265
694	0.2495557936
695	0.2494542768
696	0.249358683
697	0.2492443106
698	0.2490766623
699	0.2489773704
700	0.2488672468
701	0.248765205
702	0.2486866698
703	0.2486256523
704	0.2484917396
705	0.2484024265
706	0.2483074607
707	0.2482213015
708	0.248178645
709	0.2480854222
710	0.2478768641
711	0.2477750538
712	0.2476575414
713	0.2475467451
714	0.2474621131
715	0.2473949044
716	0.2473420413
717	0.247200115
718	0.2470367037
719	0.246945593
720	0.2468449048
721	0.2467436079
722	0.2466333681
723	0.2465169896
724	0.2464759237
725	0.2463861593
726	0.2463240287
727	0.2462832905
728	0.2462142048
729	0.2461043969
730	0.2459472326
731	0.2458517873
732	0.2457407983
733	0.2456538523
734	0.2455315398
735	0.245422263
736	0.245291518
737	0.2452016513
738	0.2450758426
739	0.2450045073
740	0.2449196404
741	0.2447918655
742	0.2447267021
743	0.244680841
744	0.244588078
745	0.2445489732
746	0.2445048646
747	0.2444252519
748	0.2443692018
749	0.2442250161
750	0.2440857211
751	0.2439718466
752	0.2438950989
753	0.2438151288
754	0.2437240268
755	0.2435943933
756	0.2435329205
757	0.2434165462
758	0.2433382728
759	0.2432685301
760	0.2431362992
761	0.243032544
762	0.2429340713
763	0.2428340712
764	0.242701963
765	0.2425799764
766	0.2425424758
767	0.2423976291
768	0.2423010207
769	0.2422246932
770	0.2421202393
771	0.2420643089
772	0.2419610282
773	0.2419064216
774	0.2418083472
775	0.2417331771
776	0.2416659615
777	0.2414835091
778	0.2413702395
779	0.2412537097
780	0.2411953421
781	0.2410538424
782	0.2409657723
783	0.2408726525
784	0.2407278526
785	0.2406208003
786	0.2404402633
787	0.2402792068
788	0.240216921
789	0.2401600847
790	0.2400658672
791	0.2399684529
792	0.2398935384
793	0.2397768166
794	0.2397062393
795	0.2395937581
796	0.2395114004
797	0.2394024379
798	0.2392213724
799	0.2391760611
800	0.2390699046
801	0.2389691946
802	0.2388373543
803	0.238682568
804	0.2385982431
805	0.2385461171
806	0.2384585014
807	0.2382909721
808	0.2381591441
809	0.2380780267
810	0.237974673
811	0.2378995138
812	0.2377223675
813	0.2376239383
814	0.237501438
815	0.2373556445
816	0.2372756345
817	0.2371868639
818	0.2371137397
819	0.2370033945
820	0.2369101122
821	0.2368612595
822	0.2367366581
823	0.2366618714
824	0.2366071628
825	0.2365393644
826	0.2364330747
827	0.2363545016
828	0.2362780166
829	0.2361187152
830	0.236022395
831	0.2358749782
832	0.2357751871
833	0.2357004123
834	0.2356551197
835	0.2355907981
836	0.2354817767
837	0.2353442252
838	0.2353042595
839	0.2351522518
840	0.2350738141
841	0.234987358
842	0.2349164886
843	0.2348320388
844	0.2347471488
845	0.2346429378
846	0.2345929874
847	0.2345372049
848	0.2344025077
849	0.2343174086
850	0.2342456813
851	0.2341557844
852	0.2340642191
853	0.2339801959
854	0.2338252236
855	0.2337294966
856	0.2336015584
857	0.2335147532
858	0.2334170412
859	0.2333061225
860	0.2332027203
861	0.2331010014
862	0.2329983472
863	0.232943934
864	0.232915369
865	0.2328245103
866	0.2327133984
867	0.2326819699
868	0.2326313311
869	0.2325204467
870	0.2324620356
871	0.2323625177
872	0.2323326217
873	0.2322522991
874	0.2321101327
875	0.2320246818
876	0.2319473279
877	0.231914
878	0.2317787432
879	0.2316558741
880	0.2315164894
881	0.2314581946
882	0.2313475983
883	0.2312843996
884	0.2311514837
885	0.2310666451
886	0.2309736387
887	0.2308937827
888	0.2308626826
889	0.2308018558
890	0.2307338372
891	0.2306407689
892	0.2305566957
893	0.2304705619
894	0.2303718797
895	0.230223929
896	0.2301580903
897	0.2300263844
898	0.2299213839
899	0.2298158236
900	0.2297643891
901	0.2296571951
902	0.2296288615
903	0.2295494091
904	0.2295019959
905	0.2294280405
906	0.2293882948
907	0.2293135917
908	0.2291934412
909	0.2291101837
910	0.2290237423
911	0.2289516427
912	0.2288795462
913	0.2288342767
914	0.2287102631
915	0.2286579622
916	0.2286130268
917	0.2285346451
918	0.2284153252
919	0.2283280228
920	0.2282450237
921	0.2281311941
922	0.228005578
923	0.2279143024
924	0.227814262
925	0.2277196588
926	0.2276287128
927	0.2275821146
928	0.2275169576
929	0.2274451531
930	0.2273827442
931	0.2272853045
932	0.2272076828
933	0.2270987769
934	0.2270112429
935	0.2269242404
936	0.2268845836
937	0.2268294265
938	0.2267613215
939	0.226720206
940	0.2266483015
941	0.2265442972
942	0.226461816
943	0.2263939989
944	0.2262927945
945	0.2262530385
946	0.2261749238
947	0.2261220252
948	0.2260430769
949	0.2259239784
950	0.2258220893
951	0.2257731353
952	0.2257058203
953	0.2256800813
954	0.2256066848
955	0.2255620912
956	0.2255061701
957	0.225415892
958	0.225352466
959	0.225261402
960	0.2251754659
961	0.2250975279
962	0.2250065482
963	0.2249280629
964	0.2248735009
965	0.22482255
966	0.2247320789
967	0.2246589316
968	0.2245411267
969	0.2244547229
970	0.2243392519
971	0.2242452935
972	0.224160806
973	0.2240667987
974	0.2239972562
975	0.2239114937
976	0.2237721917
977	0.2236831741
978	0.2235778682
979	0.2234849749
980	0.2234122802
981	0.2233645602
982	0.2232791243
983	0.2231962768
984	0.2231154676
985	0.2230651621
986	0.2229921082
987	0.2229006498
988	0.2228235969
989	0.2227355704
990	0.2227107747
991	0.2226666397
992	0.2225594585
993	0.2224487637
994	0.222387049
995	0.2223141263
996	0.2222605231
997	0.2222150789
998	0.2221563608
999	0.2220803681
